tmc_code,measurement_tstamp,speed,historical_average_speed,historical_average_speed,reference_speed,travel_time_minutes,travel_time_minutes,confidence_score,confidence,data_quality,cvalue
101N14346,2024-10-13 00:27:00,24.00,27.00,27.00,28.00,0.02,0.02,73.00,0.73,73.00,
101N14346,2024-10-13 00:28:00,25.00,27.00,27.00,28.00,0.02,0.02,73.00,0.73,73.00,
101N14346,2024-10-13 00:29:00,25.00,27.00,27.00,28.00,0.02,0.02,73.00,0.73,73.00,
101N14346,2024-10-13 00:30:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:31:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:32:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:33:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:34:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:35:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:36:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:37:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:38:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:39:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:40:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:41:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:42:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:43:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:44:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:45:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:46:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:47:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:48:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:49:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:50:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:51:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:52:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:53:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:54:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:55:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:56:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:57:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:58:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 00:59:00,27.00,27.00,27.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:00:00,23.00,28.00,28.00,28.00,0.02,0.02,82.00,0.82,82.00,
101N14346,2024-10-13 01:01:00,23.00,28.00,28.00,28.00,0.02,0.02,82.00,0.82,82.00,
101N14346,2024-10-13 01:02:00,23.00,28.00,28.00,28.00,0.02,0.02,82.00,0.82,82.00,
101N14346,2024-10-13 01:03:00,23.00,28.00,28.00,28.00,0.02,0.02,78.00,0.78,78.00,
101N14346,2024-10-13 01:04:00,23.00,28.00,28.00,28.00,0.02,0.02,78.00,0.78,78.00,
101N14346,2024-10-13 01:05:00,23.00,28.00,28.00,28.00,0.02,0.02,78.00,0.78,78.00,
101N14346,2024-10-13 01:06:00,23.00,28.00,28.00,28.00,0.02,0.02,78.00,0.78,78.00,
101N14346,2024-10-13 01:07:00,23.00,28.00,28.00,28.00,0.02,0.02,78.00,0.78,78.00,
101N14346,2024-10-13 01:08:00,24.00,28.00,28.00,28.00,0.02,0.02,75.00,0.75,75.00,
101N14346,2024-10-13 01:09:00,24.00,28.00,28.00,28.00,0.02,0.02,75.00,0.75,75.00,
101N14346,2024-10-13 01:10:00,24.00,28.00,28.00,28.00,0.02,0.02,75.00,0.75,75.00,
101N14346,2024-10-13 01:11:00,24.00,28.00,28.00,28.00,0.02,0.02,75.00,0.75,75.00,
101N14346,2024-10-13 01:12:00,24.00,28.00,28.00,28.00,0.02,0.02,75.00,0.75,75.00,
101N14346,2024-10-13 01:13:00,24.00,28.00,28.00,28.00,0.02,0.02,73.00,0.73,73.00,
101N14346,2024-10-13 01:14:00,25.00,28.00,28.00,28.00,0.02,0.02,73.00,0.73,73.00,
101N14346,2024-10-13 01:15:00,25.00,28.00,28.00,28.00,0.02,0.02,73.00,0.73,73.00,
101N14346,2024-10-13 01:16:00,25.00,28.00,28.00,28.00,0.02,0.02,73.00,0.73,73.00,
101N14346,2024-10-13 01:17:00,25.00,28.00,28.00,28.00,0.02,0.02,73.00,0.73,73.00,
101N14346,2024-10-13 01:18:00,25.00,28.00,28.00,28.00,0.02,0.02,73.00,0.73,73.00,
101N14346,2024-10-13 01:19:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:20:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:21:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:22:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:23:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:24:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:25:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:26:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:27:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:28:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:29:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:30:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:31:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:32:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:33:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:34:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:35:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:36:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:37:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:38:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:39:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:40:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:41:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:42:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:43:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:44:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:45:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:46:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:47:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:48:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:49:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:50:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:51:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:52:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:53:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:54:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:55:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:56:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:57:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:58:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 01:59:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 02:00:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 02:01:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 02:02:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 02:03:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 02:04:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 02:05:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 02:06:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14346,2024-10-13 02:07:00,27.00,28.00,28.00,28.00,0.02,0.02,70.00,0.70,70.00,
101N14344,2024-10-13 00:00:00,33.00,32.00,32.00,33.00,0.07,0.07,88.00,0.88,88.00,
101N14344,2024-10-13 00:01:00,33.00,32.00,32.00,33.00,0.07,0.07,89.00,0.89,89.00,
101N14344,2024-10-13 00:02:00,33.00,32.00,32.00,33.00,0.07,0.07,89.00,0.89,89.00,
101N14344,2024-10-13 00:03:00,34.00,32.00,32.00,33.00,0.07,0.07,86.00,0.86,86.00,
101N14344,2024-10-13 00:04:00,34.00,32.00,32.00,33.00,0.07,0.07,85.00,0.85,85.00,
101N14344,2024-10-13 00:05:00,33.00,32.00,32.00,33.00,0.07,0.07,84.00,0.84,84.00,
101N14344,2024-10-13 00:06:00,33.00,32.00,32.00,33.00,0.07,0.07,83.00,0.83,83.00,
101N14344,2024-10-13 00:07:00,33.00,32.00,32.00,33.00,0.07,0.07,83.00,0.83,83.00,
101N14344,2024-10-13 00:08:00,33.00,32.00,32.00,33.00,0.07,0.07,81.00,0.81,81.00,
101N14344,2024-10-13 00:09:00,33.00,32.00,32.00,33.00,0.07,0.07,80.00,0.80,80.00,
101N14344,2024-10-13 00:10:00,32.00,32.00,32.00,33.00,0.07,0.07,79.00,0.79,79.00,
101N14344,2024-10-13 00:11:00,32.00,32.00,32.00,33.00,0.07,0.07,79.00,0.79,79.00,
101N14344,2024-10-13 00:12:00,32.00,32.00,32.00,33.00,0.07,0.07,85.00,0.85,85.00,
101N14344,2024-10-13 00:13:00,32.00,32.00,32.00,33.00,0.07,0.07,84.00,0.84,84.00,
101N14344,2024-10-13 00:14:00,32.00,32.00,32.00,33.00,0.07,0.07,83.00,0.83,83.00,
101N14344,2024-10-13 00:15:00,32.00,32.00,32.00,33.00,0.07,0.07,83.00,0.83,83.00,
101N14344,2024-10-13 00:16:00,31.00,32.00,32.00,33.00,0.08,0.08,84.00,0.84,84.00,
101N14344,2024-10-13 00:17:00,28.00,32.00,32.00,33.00,0.08,0.08,86.00,0.86,86.00,
101N14344,2024-10-13 00:18:00,29.00,32.00,32.00,33.00,0.08,0.08,85.00,0.85,85.00,
101N14344,2024-10-13 00:19:00,29.00,32.00,32.00,33.00,0.08,0.08,84.00,0.84,84.00,
101N14344,2024-10-13 00:20:00,30.00,32.00,32.00,33.00,0.08,0.08,84.00,0.84,84.00,
101N14344,2024-10-13 00:21:00,30.00,32.00,32.00,33.00,0.08,0.08,81.00,0.81,81.00,
101N14344,2024-10-13 00:22:00,31.00,32.00,32.00,33.00,0.08,0.08,79.00,0.79,79.00,
101N14344,2024-10-13 00:23:00,31.00,32.00,32.00,33.00,0.08,0.08,79.00,0.79,79.00,
101N14344,2024-10-13 00:24:00,31.00,32.00,32.00,33.00,0.08,0.08,79.00,0.79,79.00,
101N14344,2024-10-13 00:25:00,32.00,32.00,32.00,33.00,0.07,0.07,79.00,0.79,79.00,
101N14344,2024-10-13 00:26:00,32.00,32.00,32.00,33.00,0.07,0.07,77.00,0.77,77.00,
101N14344,2024-10-13 00:27:00,32.00,32.00,32.00,33.00,0.07,0.07,76.00,0.76,76.00,
101N14344,2024-10-13 00:28:00,32.00,32.00,32.00,33.00,0.07,0.07,76.00,0.76,76.00,
101N14344,2024-10-13 00:29:00,32.00,32.00,32.00,33.00,0.07,0.07,76.00,0.76,76.00,
101N14344,2024-10-13 00:30:00,32.00,32.00,32.00,33.00,0.07,0.07,76.00,0.76,76.00,
101N14344,2024-10-13 00:31:00,32.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 00:32:00,30.00,32.00,32.00,33.00,0.08,0.08,78.00,0.78,78.00,
101N14344,2024-10-13 00:33:00,30.00,32.00,32.00,33.00,0.08,0.08,78.00,0.78,78.00,
101N14344,2024-10-13 00:34:00,30.00,32.00,32.00,33.00,0.08,0.08,78.00,0.78,78.00,
101N14344,2024-10-13 00:35:00,30.00,32.00,32.00,33.00,0.08,0.08,78.00,0.78,78.00,
101N14344,2024-10-13 00:36:00,31.00,32.00,32.00,33.00,0.08,0.08,76.00,0.76,76.00,
101N14344,2024-10-13 00:37:00,31.00,32.00,32.00,33.00,0.08,0.08,74.00,0.74,74.00,
101N14344,2024-10-13 00:38:00,31.00,32.00,32.00,33.00,0.08,0.08,74.00,0.74,74.00,
101N14344,2024-10-13 00:39:00,31.00,32.00,32.00,33.00,0.08,0.08,74.00,0.74,74.00,
101N14344,2024-10-13 00:40:00,31.00,32.00,32.00,33.00,0.08,0.08,74.00,0.74,74.00,
101N14344,2024-10-13 00:41:00,31.00,32.00,32.00,33.00,0.08,0.08,74.00,0.74,74.00,
101N14344,2024-10-13 00:42:00,32.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 00:43:00,32.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 00:44:00,32.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 00:45:00,32.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 00:46:00,32.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 00:47:00,32.00,32.00,32.00,33.00,0.07,0.07,72.00,0.72,72.00,
101N14344,2024-10-13 00:48:00,32.00,32.00,32.00,33.00,0.07,0.07,72.00,0.72,72.00,
101N14344,2024-10-13 00:49:00,32.00,32.00,32.00,33.00,0.07,0.07,72.00,0.72,72.00,
101N14344,2024-10-13 00:50:00,32.00,32.00,32.00,33.00,0.07,0.07,72.00,0.72,72.00,
101N14344,2024-10-13 00:51:00,33.00,32.00,32.00,33.00,0.07,0.07,72.00,0.72,72.00,
101N14344,2024-10-13 00:52:00,33.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 00:53:00,33.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 00:54:00,33.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 00:55:00,33.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 00:56:00,33.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 00:57:00,38.00,32.00,32.00,33.00,0.06,0.06,82.00,0.82,82.00,
101N14344,2024-10-13 00:58:00,38.00,32.00,32.00,33.00,0.06,0.06,82.00,0.82,82.00,
101N14344,2024-10-13 00:59:00,38.00,32.00,32.00,33.00,0.06,0.06,82.00,0.82,82.00,
101N14344,2024-10-13 01:00:00,38.00,32.00,32.00,33.00,0.06,0.06,82.00,0.82,82.00,
101N14344,2024-10-13 01:01:00,38.00,32.00,32.00,33.00,0.06,0.06,81.00,0.81,81.00,
101N14344,2024-10-13 01:02:00,38.00,32.00,32.00,33.00,0.06,0.06,78.00,0.78,78.00,
101N14344,2024-10-13 01:03:00,38.00,32.00,32.00,33.00,0.06,0.06,78.00,0.78,78.00,
101N14344,2024-10-13 01:04:00,37.00,32.00,32.00,33.00,0.06,0.06,78.00,0.78,78.00,
101N14344,2024-10-13 01:05:00,37.00,32.00,32.00,33.00,0.06,0.06,78.00,0.78,78.00,
101N14344,2024-10-13 01:06:00,37.00,32.00,32.00,33.00,0.06,0.06,77.00,0.77,77.00,
101N14344,2024-10-13 01:07:00,37.00,32.00,32.00,33.00,0.06,0.06,75.00,0.75,75.00,
101N14344,2024-10-13 01:08:00,33.00,32.00,32.00,33.00,0.07,0.07,80.00,0.80,80.00,
101N14344,2024-10-13 01:09:00,32.00,32.00,32.00,33.00,0.07,0.07,85.00,0.85,85.00,
101N14344,2024-10-13 01:10:00,33.00,32.00,32.00,33.00,0.07,0.07,85.00,0.85,85.00,
101N14344,2024-10-13 01:11:00,32.00,32.00,32.00,33.00,0.07,0.07,84.00,0.84,84.00,
101N14344,2024-10-13 01:12:00,32.00,32.00,32.00,33.00,0.07,0.07,83.00,0.83,83.00,
101N14344,2024-10-13 01:13:00,32.00,32.00,32.00,33.00,0.07,0.07,80.00,0.80,80.00,
101N14344,2024-10-13 01:14:00,32.00,32.00,32.00,33.00,0.07,0.07,80.00,0.80,80.00,
101N14344,2024-10-13 01:15:00,32.00,32.00,32.00,33.00,0.07,0.07,80.00,0.80,80.00,
101N14344,2024-10-13 01:16:00,33.00,32.00,32.00,33.00,0.07,0.07,79.00,0.79,79.00,
101N14344,2024-10-13 01:17:00,33.00,32.00,32.00,33.00,0.07,0.07,78.00,0.78,78.00,
101N14344,2024-10-13 01:18:00,34.00,32.00,32.00,33.00,0.07,0.07,75.00,0.75,75.00,
101N14344,2024-10-13 01:19:00,35.00,32.00,32.00,33.00,0.07,0.07,75.00,0.75,75.00,
101N14344,2024-10-13 01:20:00,34.00,32.00,32.00,33.00,0.07,0.07,75.00,0.75,75.00,
101N14344,2024-10-13 01:21:00,34.00,32.00,32.00,33.00,0.07,0.07,75.00,0.75,75.00,
101N14344,2024-10-13 01:22:00,34.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 01:23:00,34.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 01:24:00,34.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 01:25:00,34.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 01:26:00,34.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 01:27:00,33.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 01:28:00,33.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 01:29:00,32.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 01:30:00,32.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 01:31:00,32.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 01:32:00,32.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 01:33:00,32.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 01:34:00,32.00,32.00,32.00,33.00,0.07,0.07,70.00,0.70,70.00,
101N14344,2024-10-13 01:35:00,32.00,32.00,32.00,33.00,0.07,0.07,70.00,0.70,70.00,
101N14344,2024-10-13 01:36:00,32.00,32.00,32.00,33.00,0.07,0.07,70.00,0.70,70.00,
101N14344,2024-10-13 01:37:00,32.00,32.00,32.00,33.00,0.07,0.07,70.00,0.70,70.00,
101N14344,2024-10-13 01:38:00,32.00,32.00,32.00,33.00,0.07,0.07,70.00,0.70,70.00,
101N14344,2024-10-13 01:39:00,32.00,32.00,32.00,33.00,0.07,0.07,70.00,0.70,70.00,
101N14344,2024-10-13 01:40:00,32.00,32.00,32.00,33.00,0.07,0.07,70.00,0.70,70.00,
101N14344,2024-10-13 01:41:00,32.00,32.00,32.00,33.00,0.07,0.07,70.00,0.70,70.00,
101N14344,2024-10-13 01:42:00,32.00,32.00,32.00,33.00,0.07,0.07,70.00,0.70,70.00,
101N14344,2024-10-13 01:43:00,33.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 01:44:00,33.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 01:45:00,33.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 01:46:00,33.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14344,2024-10-13 01:47:00,34.00,32.00,32.00,33.00,0.07,0.07,76.00,0.76,76.00,
101N14344,2024-10-13 01:48:00,33.00,32.00,32.00,33.00,0.07,0.07,76.00,0.76,76.00,
101N14344,2024-10-13 01:49:00,33.00,32.00,32.00,33.00,0.07,0.07,76.00,0.76,76.00,
101N14344,2024-10-13 01:50:00,33.00,32.00,32.00,33.00,0.07,0.07,76.00,0.76,76.00,
101N14344,2024-10-13 01:51:00,33.00,32.00,32.00,33.00,0.07,0.07,76.00,0.76,76.00,
101N14344,2024-10-13 01:52:00,33.00,32.00,32.00,33.00,0.07,0.07,74.00,0.74,74.00,
101N14344,2024-10-13 01:53:00,33.00,32.00,32.00,33.00,0.07,0.07,74.00,0.74,74.00,
101N14344,2024-10-13 01:54:00,33.00,32.00,32.00,33.00,0.07,0.07,74.00,0.74,74.00,
101N14344,2024-10-13 01:55:00,33.00,32.00,32.00,33.00,0.07,0.07,74.00,0.74,74.00,
101N14344,2024-10-13 01:56:00,33.00,32.00,32.00,33.00,0.07,0.07,74.00,0.74,74.00,
101N14344,2024-10-13 01:57:00,33.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 01:58:00,33.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 01:59:00,33.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 02:00:00,33.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 02:01:00,33.00,32.00,32.00,33.00,0.07,0.07,73.00,0.73,73.00,
101N14344,2024-10-13 02:02:00,33.00,32.00,32.00,33.00,0.07,0.07,72.00,0.72,72.00,
101N14344,2024-10-13 02:03:00,33.00,32.00,32.00,33.00,0.07,0.07,72.00,0.72,72.00,
101N14344,2024-10-13 02:04:00,33.00,32.00,32.00,33.00,0.07,0.07,72.00,0.72,72.00,
101N14344,2024-10-13 02:05:00,33.00,32.00,32.00,33.00,0.07,0.07,72.00,0.72,72.00,
101N14344,2024-10-13 02:06:00,33.00,32.00,32.00,33.00,0.07,0.07,72.00,0.72,72.00,
101N14344,2024-10-13 02:07:00,33.00,32.00,32.00,33.00,0.07,0.07,71.00,0.71,71.00,
101N14342,2024-10-13 00:00:00,32.00,31.00,31.00,31.00,0.02,0.02,79.00,0.79,79.00,
101N14342,2024-10-13 00:01:00,33.00,31.00,31.00,31.00,0.02,0.02,77.00,0.77,77.00,
101N14342,2024-10-13 00:02:00,32.00,31.00,31.00,31.00,0.02,0.02,77.00,0.77,77.00,
101N14342,2024-10-13 00:03:00,32.00,31.00,31.00,31.00,0.02,0.02,77.00,0.77,77.00,
101N14342,2024-10-13 00:04:00,32.00,31.00,31.00,31.00,0.02,0.02,76.00,0.76,76.00,
101N14342,2024-10-13 00:05:00,31.00,31.00,31.00,31.00,0.02,0.02,74.00,0.74,74.00,
101N14342,2024-10-13 00:06:00,30.00,31.00,31.00,31.00,0.02,0.02,72.00,0.72,72.00,
101N14342,2024-10-13 00:07:00,30.00,31.00,31.00,31.00,0.02,0.02,72.00,0.72,72.00,
101N14342,2024-10-13 00:08:00,30.00,31.00,31.00,31.00,0.02,0.02,72.00,0.72,72.00,
101N14342,2024-10-13 00:09:00,30.00,31.00,31.00,31.00,0.02,0.02,72.00,0.72,72.00,
101N14342,2024-10-13 00:10:00,30.00,31.00,31.00,31.00,0.02,0.02,72.00,0.72,72.00,
101N14342,2024-10-13 00:11:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:12:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:13:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:14:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:15:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:16:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:17:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:18:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:19:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:20:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:21:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:22:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
101N14342,2024-10-13 00:23:00,29.00,31.00,31.00,31.00,0.02,0.02,70.00,0.70,70.00,
